,Position,Undermining,Open,Knight Outposts,Square Vacancy,Bishop vs Knight,Re-Capturing,Offer of Simplification,Advancement of f/g/h Pawns,Advancement of a/b/c Pawns,Simplification,Activity of the King,Center Control,Pawn Play in the Center,Queens and Rooks to the 7th Rank,Avoid Pointless Exchange
"""STS(v7.0) Simplification.049""",4qnk1/1p1rbppb/4p2p/1P2P2P/3N1P2/2Q2BP1/5BK1/2R5 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.050""",4r1k1/1p1n1p1b/2n2q2/2P4p/1PBp1PpN/6P1/3Q2P1/3R1NK1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.051""",4r1k1/2R3p1/p4qnp/8/2P2p2/1Pn2Q2/5BPP/5N1K b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.052""",4r1k1/4bp1p/p4np1/1r1p4/2NP1B1P/P7/1P3PP1/3RR1K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.053""",4r1k1/p2n3p/1qp3p1/3rp3/6P1/2B1R3/PP2Q2P/4R2K b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.054""",4r1k1/p6p/2pB2pb/3pP1q1/8/1P5b/P1P2Q1P/3BR2K b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.055""",4r1k1/pp3p2/2n1r1p1/2q4p/n3p3/4B1Q1/P1PRBPPP/3R2K1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.056""",4r3/q4pkp/2p1bnp1/p3p3/PbP1P2P/4NNP1/1RQ2P2/5BK1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.057""",4rb1k/3q1p2/2R4p/1P1npN2/4Q3/7P/1P3PP1/6K1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.058""",4rk2/1b2rqb1/p4p2/1p1P1Pp1/2pRp1N1/P1N1R1PQ/1P4P1/6K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.059""",5k2/1p1n1pp1/p5bp/P2p4/1P1N4/2P2PP1/4QK1P/2q2B2 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.060""",5k2/3q1pp1/pB6/4b2p/4N3/2N3P1/BP3P1P/6K1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.061""",5k2/4rpp1/pp6/4b2p/4N1q1/2NRB1P1/BP3P1P/6K1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.062""",5r1k/2q2rpp/2BbRn2/p1pP1P2/1p1p2PB/1P1P1Q1P/6K1/R7 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.063""",5r2/6pk/5qnp/4p3/2QpP3/P2R1NP1/1r3P1P/2R3K1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.064""",5rk1/2p1q2p/1r2p2Q/3nNp2/8/6P1/1P3P1P/2RR2K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.065""",5rk1/p3qp1p/2r1p2Q/2b2p2/1n5N/2N3P1/1P2PP1P/R2R2K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.066""",5rk1/pb2qppp/1p2p3/7B/2P5/1P4QP/P4PP1/3R2K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.067""",6bk/6p1/1b1q2n1/p6p/3N4/1P1Q4/P4PPP/3R2K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.068""",6k1/p4ppp/4p3/3n4/8/1Pn1PP1P/P3b1P1/R1B3K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.069""",6k1/pp3p1p/1q2r1p1/3p4/6n1/6P1/PPPQ1P1P/3R1BK1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.070""",6rk/2R4p/Pp1pq3/1P2pp2/1P2b3/8/6PP/2Q2BK1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.071""",7k/4r1p1/1p1b3p/p4q2/8/P5PP/1P1NQPK1/4R3 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.072""",7r/2q2pkp/2b1n1pN/3pP3/2pP4/4Q2P/2B2PP1/R5K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.073""",7r/p1P2kb1/1nB1b3/6pp/4p3/2P3BP/PP3PP1/R5K1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.074""",8/p4k2/1p3r2/2pPnb2/2Pr3P/PPK3P1/4B1Q1/8 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.075""",b5k1/q4p1p/3p1bp1/4p3/1NB1P3/3P3P/1Q3PP1/6K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.076""",b7/3r2bk/p2Np1p1/2B1p1Pp/qP2P2P/P2Q1RK1/8/8 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.077""",q1rr2k1/pbnn1pbp/1p4p1/4p1P1/2P1P3/1NN2B2/PP2QB1P/3RR1K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.078""",r1b2kr1/pp1nbp2/4pn1p/2q3p1/B1P5/P1B2N1P/1P2QPP1/3R1KNR w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.079""",r1b2rk1/1p2Bpbp/1np3p1/4P3/pn6/1N3N1P/1P1RBPP1/R5K1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.080""",r1b2rk1/p1qn1ppp/2pb1n2/8/Np1NP3/7P/PPQ1BPP1/R1B2RK1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.081""",r1b2rk1/pp1p1ppp/4pn2/6q1/2PP4/P1N5/1PQ2PPP/R3KB1R w KQ -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.082""",r1bR4/1p3pkp/1np3p1/4P3/pB6/1n3N1P/1P2BPP1/6K1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.083""",r1bq1rk1/pp2ppbp/1n1n2p1/2p5/5B2/1PN2NP1/P1Q1PPBP/3R1RK1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.084""",r1bq2k1/ppbnr1p1/2p1ppBp/2Pp4/P2P3N/2Q5/1P1B1PPP/4RRK1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.085""",r1q2r1k/1bBnbpp1/4p2p/pN1p3P/8/5BQ1/PPP2PP1/1K1R3R b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.086""",r2q1r1k/ppp3bp/3pb3/6p1/2Pn4/1PN3BP/P2QBPP1/3RR1K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.087""",r2q1rk1/1p3pp1/6p1/3Bn3/Ppp1P1P1/1n3P2/1P5P/1RBQ1RK1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.088""",r2r2k1/1q3pbp/p3b3/2pPN3/2p1RB2/7P/PP3PP1/R2Q2K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.089""",r2r2k1/p2bppbp/1p4p1/2pP4/2q1P3/2P1B3/P1QN1PPP/2R2RK1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.090""",r2r4/5kpp/p2q1n2/1p4B1/3b4/2Np1Q2/PP3PPP/3R1RK1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.091""",r3k1r1/2q1bp2/2p1p1np/p1Pp2P1/Pp1Pn2P/1P2P3/1B2NNP1/R3QRK1 b q -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.092""",r3kb1r/3n1ppp/p3p3/3bP3/Pp6/4B3/1P1NNPPP/R4RK1 w kq -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.093""",r3nbk1/1b3ppp/pr6/1pp1PBq1/P1P5/7P/1B1NQPP1/R3R1K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.094""",r3r1k1/2q2np1/3p1pNp/p2P4/R4PP1/2P3K1/1P1Q4/7R w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.095""",r3r1k1/5pp1/p1n2q1p/P1bp1P2/2p2P2/5N2/2BB3P/R2QRK2 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.096""",r4bk1/1p1nqp1p/p1p1b1p1/P3p3/2P1P3/1QN2PP1/1P5P/R4BBK b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.097""",r4rk1/2pqbppp/p1n5/1p1pP3/3P4/1B2Bb1P/PP1Q1PP1/R1R3K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.098""",r7/4pp1k/6pb/p1rPp2p/2P1P2q/7P/1RQ1BPP1/1R4K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.099""",rn3rk1/pp1q2bp/3ppnp1/2p3N1/2P1P3/8/PP2NPPP/R1BQ1RK1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.100""",rq4k1/1b1nbpp1/4p2p/r1PnP3/Np6/1P1B1N2/1Q1B1PPP/R2R2K1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.001""",1qr2k1r/pb3pp1/1b2p2p/3nP3/1p6/3B2QN/PP3PPP/R1BR2K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.002""",1r1qr1k1/p5b1/2p2ppp/3p4/1Pp5/P1Nn1Q2/3BN1PP/R4RK1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.003""",1r1rq1k1/1p4p1/pNb1pp1p/1pP5/3P4/1PQ5/5PPP/R3R1K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.004""",1r3r2/1p3q1k/1Q1p4/2pNbpp1/2P5/7P/PP2R1P1/3R3K b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.005""",1r4k1/2p2p1p/4n1p1/2qpP3/2nN4/1BPQ4/Pr3PPP/3RR1K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.006""",1r4k1/3q2pp/2np4/2p1pp2/2P1P3/R1BP1Q1P/5PP1/6K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.007""",1r4k1/ppq2ppp/r4nn1/P2p4/2pP4/B1P1P1PP/1Q1N1PK1/RR6 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.008""",1rb1r1k1/4qpb1/p1np1npp/1pp5/2P1PN2/1P3PP1/PB4BP/1QRR1N1K b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.009""",1rq1n3/2pr3k/2n1bppp/p1PNp3/Pp2P3/1P2Q1PP/3R1PBK/3RN3 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.010""",2b2kn1/5ppQ/1r5p/p2pN3/1qpP1PP1/5P2/P6P/1B4RK w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.011""",2qn4/p5k1/1p1Qbpp1/1B1p3p/3P3P/2P5/P4PP1/4N1K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.012""",2r1r1k1/p2b2bp/1pn1p1pq/4Pp2/2BP4/P4N2/1P2NQPP/2R2RK1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.013""",2r2bk1/p1q2p2/4p1p1/3nP1B1/1p2Q2P/1P3N2/Pr3PP1/R4RK1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.014""",2r2k1r/1q1nbpp1/p2p4/1p1Pp3/8/P1B2BP1/1PP1QP2/3RR1K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.015""",2r2rk1/1b1qb1pp/p2p4/1p1PpP2/4Q3/1P2BN1P/P4PP1/R3R1K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.016""",2r2rk1/2qbnppp/1p2p3/p2pPn2/P5QP/2PB1N2/2PB1PP1/1R2R1K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.017""",2r2rk1/p3ppbp/1pnp1np1/4q3/2P1P3/PPN1B2P/2Q1BPP1/R2R2K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.018""",2r2rk1/p4qb1/1p1ppp2/2n1n1pp/2PN4/1PN2PPP/P1QBP1K1/2RR4 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.019""",2r2rk1/pq2ppbp/1pnp1np1/8/2P1P3/2N1BP2/PPQ1BPKP/3R1R2 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.020""",2r3k1/p3np1p/1p1pp1p1/4b3/1PP5/P3B2P/2R2PP1/3R3K w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.021""",2r3k1/pp2p1b1/q2pP1p1/3pnrPp/P7/1P5P/2PB1PB1/2RQR1K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.022""",2r5/1bq3kp/4pNp1/3pP1Q1/2pP4/7P/5PP1/R5K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.023""",2r5/5k2/p1n3p1/P1Pqpp1p/3n4/4BPQN/6PP/3R3K w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.024""",2rr1bk1/p4pp1/1p2q2p/1PpN4/2Q1P3/P4PP1/3R3P/3R2K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.025""",2rr2k1/5ppp/p3p3/1p2P3/1Pn5/2B1PqP1/P1Q2P1P/3RR1K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.026""",3bn1k1/1bq1npp1/3p3p/1p1Pp3/1Pp1P3/2P1B1NP/2BN1PPK/Q7 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.027""",3q1r2/2r2ppk/5b1p/2pBpR2/P3P2P/1P4PK/5Q2/5R2 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.028""",3q2k1/rb1r3p/6p1/pQRp1p2/3N3P/1P2PBP1/P4P2/6K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.029""",3q3k/3r1p1p/4p3/p4p2/PbP2Q1P/1p3N2/1P2KPP1/1R6 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.030""",3q3k/5p1p/3rp3/p4p1P/PbP2Q2/1p3N2/1P2KPP1/1R6 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.031""",3qr1k1/5r1p/p1p1n1p1/Ppp1Q3/4Pp2/1P1P1N1P/2P2RPK/R7 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.032""",3qrr1k/pp1n1ppp/2n3b1/2p5/3Pp1P1/P1P1P2P/BB2QPN1/2RR2K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.033""",3r1r1k/1p2q2b/p1p1p2p/2P1P3/PPQP1pPP/5B2/7K/4BR2 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.034""",3r1rk1/pb1pb2p/1p2p1q1/1N2npp1/B1P5/4PPN1/PP2Q1PP/3R1RK1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.035""",3r1rk1/pb2bppp/1pp1p3/2n1P2Q/2P1P3/1Pp2NP1/P4PBP/2R3K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.036""",3r2k1/2q1rp2/4p1p1/2p1P2p/1p3Q2/1P1bP1PP/P4RBK/2R5 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.037""",3r2k1/3n1p1p/p1r3p1/q1P3Q1/P5B1/2R1B2P/5PP1/6K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.038""",3r2k1/p1r3pp/Q1p1pb2/2Pn1p1q/PpBPp3/1P2P1PP/1B2RPK1/4R3 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.039""",3r2r1/2qb2pk/1p2p2p/p1n1Pp2/P1PNpP2/1P2Q3/3RB1PP/3R2K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.040""",3r4/1pq3kp/2pp1pp1/p1n1r3/P1PNP3/1P2BPPB/2Q1N1K1/8 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.041""",3rb1k1/2q1b1p1/pp2p3/5p1p/1PP1p3/P3Q1PP/4P1RK/3N1R2 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.042""",3rb1k1/2q1b1pp/pp2p3/5p2/1PP1p3/P3Q1PP/4PR1K/3N1R2 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.043""",3rrk2/p2n1p1B/1pq4p/2ppB1p1/2bP4/PnN1PP2/1PQ3PP/3RR1K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.044""",4b1k1/pp1qbpp1/4p3/4Q2p/8/2P1N1P1/PP3PBP/6K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.045""",4qr1k/p4n1p/1p1p2p1/2pQ1n2/2P1NB2/P1P2P2/5KPP/3R4 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.046""",4r1k1/p4bpp/1p6/1P6/2PQ4/4rPq1/PR2PRB1/6K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.047""",4r2k/6p1/2b2p2/pq5p/r2P2P1/2P1N1PP/B2Q1K2/4R3 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.048""",4r3/2pq1pk1/1r4p1/p2pP1Np/1pnP4/2PQ3P/P3RPP1/4R1K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.049""",4r3/p4rk1/1p4p1/3Rp1q1/4P2p/2Q2P2/P5PP/3R1K2 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.050""",4rr1k/1pq3bp/p1b2np1/P1Ppp3/1P1N2P1/1B3PB1/Q6P/3RR1K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.051""",4rr1k/2q5/1pnn1b1p/p1p2b2/N1PppPp1/PP1P4/2QBPPBP/3R1RNK b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.052""",5k1r/1b2rp2/pR4pp/1p3n2/2p5/2N5/PP3PPP/3Q2K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.053""",5k2/q7/2p2pp1/4p1pn/1pP1PnN1/1P2RPPP/3r1B1K/5Q2 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.054""",5r1k/2qb1ppp/6nb/3B4/pp1BQ3/5NP1/P1P2P1P/4R1K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.055""",5r1k/2qb1ppp/6nb/3B4/ppPBQ3/5NP1/P4P1P/4R1K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.056""",5r2/3br1kp/3q2p1/1pNp4/1P1Pnp2/5B2/2P1R1PP/2Q2RK1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.057""",5rk1/2r1bpp1/p2p1n1p/1p2pP2/1P3q2/1BP4P/PB3PP1/R2QR1K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.058""",5rk1/5p2/pnB1p1pp/q3P3/2nP1P2/1R1N3P/6PK/2Q5 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.059""",5rk1/p1r3pp/1p2q3/1P1p4/1QnB2P1/2R1PP1P/4R1K1/8 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.060""",6k1/2qn3p/pp1pprpB/5r2/1PP5/P4PbP/3QB1P1/2R2RK1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.061""",6k1/5p1p/1p1n2pP/1n6/q1rP4/2pQP3/r1N2PP1/BRR3K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.062""",6k1/p2nqpp1/Qp2p2p/8/3PNb2/P4N2/1Pr2PPP/4R1K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.063""",8/3qpk2/1p3r1p/p1pPRp2/2P2P2/P4KPP/4Q3/8 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.064""",8/3r1pk1/p1pqp1p1/8/P1Pb4/5RPP/2Q5/4R2K b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.065""",8/6pk/p5rp/2NpPq2/2bPp2b/P3P1P1/6Q1/1R2B1K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.066""",b4rk1/2pq1pp1/3p3p/B1p5/2PpP1n1/3P2P1/PR1Q1PBP/6K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.067""",b4rk1/p2q1pp1/3p3p/B1p5/2PpP1n1/P2P2P1/1R1Q1PBP/6K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.068""",b5k1/6bp/3qp1p1/3n2P1/5P1K/2rBB3/6NP/3R1Q2 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.069""",n1rr2k1/3qppbp/p1nP2p1/6P1/5P1Q/1P2B3/P4PBP/2RR2K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.070""",nr4k1/1p1qrpb1/p6p/P2p2p1/1P1N4/4B1P1/2RQ1PKP/2R5 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.071""",q5k1/4bpp1/r3p2p/2p5/1pP5/1P3NPP/1RQ1PP2/6K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.072""",r1b1r1k1/1p1nqpbp/2ppn1p1/1P6/2P1P3/2N1BPP1/2Q1N1BP/1R1R2K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.073""",r1b2rk1/1pp1q1b1/2nppn1p/pN3pp1/2PP4/1Q4PN/PP2PPBP/R1BR2K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.074""",r1b2rk1/p4pp1/1q2p2p/1p1n4/3b2N1/3B2Q1/PPP2PPP/R1B2RK1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.075""",r1b2rk1/pp2qppp/n2p4/2pPp3/P1N1P3/3P4/1P2BPPP/R1Q2RK1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.076""",r1b2rk1/pp3pp1/1q2p2p/3n4/3b2N1/3B2Q1/PPP2PPP/R1B2RK1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.077""",r1b4r/pp3k1p/3R1p2/B1p5/2P4Q/5q2/PP2NP1P/2K5 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.078""",r1q1k2r/3n3p/p5p1/1pbpP3/2p2P2/8/PPB1QP1P/R1B2RK1 w kq -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.079""",r1q2rk1/p3npb1/1pnBb1pp/2p1P3/8/2N2NPP/PP2QPB1/R4RK1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.080""",r1r3k1/1bqn1pbp/pp1pp1p1/4n3/2P2N1P/1PN1PP2/P2BB1P1/2R1QRK1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.081""",r2q1rk1/1p2n1bp/p1npp1p1/2p1p3/4P3/N1PPB1PP/1P3PB1/R2QR1K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.082""",r2q1rk1/1p2p3/2p2ppp/p2n1b2/P2P4/1B3N1P/1PP2PP1/R2QR1K1 b - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""STS(v8.0) AKPC.083""",r2r2k1/1p3p1p/1qbppQp1/p7/4P3/P1NR4/1P3PPP/1R4K1 w - -,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
